Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-21 00:00:00+00:00,128003.125,128003.125,112967.6875,116167.5078125,373886999429,0.0,0.0
2018-01-22 00:00:00+00:00,116806.1328125,120879.203125,103144.71875,111321.734375,422768692449,0.0,0.0
2018-01-23 00:00:00+00:00,111422.703125,112821.3359375,102115.5,108593.671875,391628226429,0.0,0.0
2018-01-24 00:00:00+00:00,108731.09375,116794.0234375,106248.5390625,115714.0703125,431044124606,0.0,0.0
2018-01-25 00:00:00+00:00,116199.3125,120418.9921875,112455.5390625,115814.8125,444184346073,0.0,0.0
2018-01-26 00:00:00+00:00,115449.6015625,117958.296875,108798.9765625,114696.984375,393242915174,0.0,0.0
2018-01-27 00:00:00+00:00,114760.0234375,121959.2265625,113278.4453125,120338.5,326411970739,0.0,0.0
2018-01-28 00:00:00+00:00,120850.4921875,136719.59375,120850.4921875,135304.234375,583381312963,0.0,0.0
2018-01-29 00:00:00+00:00,135379.140625,136515.3125,127347.8828125,128794.4765625,404683657428,0.0,0.0
2018-01-30 00:00:00+00:00,128987.28125,129112.828125,115215.9296875,116453.2578125,446606535721,0.0,0.0
2018-01-31 00:00:00+00:00,116448.8984375,122944.9375,112667.3984375,122108.2734375,410287983388,0.0,0.0
2018-02-01 00:00:00+00:00,122224.0078125,127028.4609375,107689.953125,113393.7265625,575469955599,0.0,0.0
2018-02-02 00:00:00+00:00,113282.1640625,113323.6015625,82945.75,100818.765625,739066122522,0.0,0.0
2018-02-03 00:00:00+00:00,101195.9375,109203.0078125,93322.1953125,106128.8515625,357074720246,0.0,0.0
2018-02-04 00:00:00+00:00,106200.1875,106680.734375,88645.6015625,91831.7109375,329739847081,0.0,0.0
2018-02-05 00:00:00+00:00,91862.078125,94273.890625,70654.5,76111.5546875,465592258714,0.0,0.0
2018-02-06 00:00:00+00:00,77178.71875,87249.8984375,62628.90234375,86942.03125,714532752138,0.0,0.0
2018-02-07 00:00:00+00:00,86646.71875,92951.0390625,79049.5234375,82626.3984375,425229081708,0.0,0.0
2018-02-08 00:00:00+00:00,82492.703125,92638.328125,82538.0546875,88756.59375,402449855491,0.0,0.0
2018-02-09 00:00:00+00:00,88829.6328125,96161.9609375,85888.2421875,96146.8359375,271495303081,0.0,0.0
2018-02-10 00:00:00+00:00,95994.7578125,99794.7734375,89806.265625,93595.9375,318783058622,0.0,0.0
2018-02-11 00:00:00+00:00,93473.3515625,93473.3515625,85742.7890625,88635.0078125,270547532186,0.0,0.0
2018-02-12 00:00:00+00:00,88944.8671875,95179.3125,88903.9921875,94437.1328125,243885461676,0.0,0.0
2018-02-13 00:00:00+00:00,94500.84375,94567.703125,89224.296875,91085.0,224266884372,0.0,0.0
2018-02-14 00:00:00+00:00,90979.5078125,98729.5390625,91004.8359375,98386.953125,300240961213,0.0,0.0
2018-02-15 00:00:00+00:00,98404.75,101211.109375,97251.9921875,99403.7890625,307671619185,0.0,0.0
2018-02-16 00:00:00+00:00,99171.4453125,100748.03125,97227.640625,100369.5234375,251872533299,0.0,0.0
2018-02-17 00:00:00+00:00,100426.7109375,103812.046875,100002.15625,103548.421875,268484042803,0.0,0.0
2018-02-18 00:00:00+00:00,103467.0,104485.7734375,97311.8046875,98175.84375,272800247301,0.0,0.0
2018-02-19 00:00:00+00:00,97936.4453125,102089.4453125,97961.1953125,100719.8359375,231456113956,0.0,0.0
2018-02-20 00:00:00+00:00,100688.0390625,103264.0546875,95867.5390625,96135.984375,273284569636,0.0,0.0
2018-02-21 00:00:00+00:00,96003.2734375,98189.796875,89443.328125,91422.8828125,272312870195,0.0,0.0
2018-02-22 00:00:00+00:00,91346.625,94091.9765625,85773.109375,86828.1015625,229702528527,0.0,0.0
2018-02-23 00:00:00+00:00,86693.515625,94694.2109375,84939.3125,92364.5234375,249545571860,0.0,0.0
2018-02-24 00:00:00+00:00,92087.0625,94004.2734375,87486.625,89834.2421875,205912866980,0.0,0.0
2018-02-25 00:00:00+00:00,89721.375,91184.2421875,87896.078125,90445.359375,176323537600,0.0,0.0
2018-02-26 00:00:00+00:00,90495.4609375,94061.0859375,89639.5859375,93068.8671875,218882028800,0.0,0.0
2018-02-27 00:00:00+00:00,93181.2734375,95935.5625,92718.6796875,94343.2265625,220638535037,0.0,0.0
2018-02-28 00:00:00+00:00,94307.671875,95410.671875,91207.53125,91181.3125,209399551012,0.0,0.0
2018-03-01 00:00:00+00:00,91268.0,93514.484375,90831.7109375,92592.75,198362076406,0.0,0.0
2018-03-02 00:00:00+00:00,92546.4609375,92922.359375,89887.8984375,90595.0703125,200297023217,0.0,0.0
2018-03-03 00:00:00+00:00,90580.0546875,91821.640625,90421.03125,90634.3984375,179674388408,0.0,0.0
2018-03-04 00:00:00+00:00,90524.546875,91534.0078125,88842.8046875,91477.859375,179217563622,0.0,0.0
2018-03-05 00:00:00+00:00,91495.59375,91776.5546875,90677.96875,90703.9296875,201714560800,0.0,0.0
2018-03-06 00:00:00+00:00,90718.0546875,90752.2109375,85949.8828125,86245.515625,205129894833,0.0,0.0
2018-03-07 00:00:00+00:00,86173.7265625,87357.4765625,76905.0,79913.0078125,230920822810,0.0,0.0
2018-03-08 00:00:00+00:00,79885.3046875,82081.203125,73960.9921875,74976.0625,201289419210,0.0,0.0
2018-03-09 00:00:00+00:00,74720.78125,77851.984375,69159.5,77826.359375,238419535150,0.0,0.0
2018-03-10 00:00:00+00:00,77959.1796875,79867.2734375,72891.34375,73339.25,163674139200,0.0,0.0
2018-03-11 00:00:00+00:00,73170.765625,78491.09375,71335.4921875,77317.703125,167034872041,0.0,0.0
2018-03-12 00:00:00+00:00,77431.7578125,79100.015625,72665.5546875,74364.0390625,187548893199,0.0,0.0
2018-03-13 00:00:00+00:00,74185.7421875,76162.6640625,72636.15625,73586.8984375,151893252383,0.0,0.0
2018-03-14 00:00:00+00:00,73628.6484375,74860.5546875,63146.88671875,65206.9921875,192190944000,0.0,0.0
2018-03-15 00:00:00+00:00,65265.16015625,65735.6484375,61427.53125,64981.6171875,188199901402,0.0,0.0
2018-03-16 00:00:00+00:00,65032.00390625,66149.2890625,62301.61328125,63776.59765625,150239101696,0.0,0.0
2018-03-17 00:00:00+00:00,63777.8671875,64570.0078125,58204.17578125,58594.57421875,134387865088,0.0,0.0
2018-03-18 00:00:00+00:00,58473.83984375,58473.83984375,48769.328125,57069.328125,284528714829,0.0,0.0
2018-03-19 00:00:00+00:00,57915.0234375,59069.30078125,55073.7578125,59018.5234375,216980209596,0.0,0.0
2018-03-20 00:00:00+00:00,59018.09765625,60412.1015625,55341.4375,59322.421875,195231909600,0.0,0.0
2018-03-21 00:00:00+00:00,59527.375,62769.5625,58498.27734375,59504.26953125,188689932795,0.0,0.0
2018-03-22 00:00:00+00:00,59543.57421875,61042.94921875,55138.80859375,56636.33203125,159871889042,0.0,0.0
2018-03-23 00:00:00+00:00,56653.328125,56686.27734375,53901.3671875,56508.90234375,167169766973,0.0,0.0
2018-03-24 00:00:00+00:00,56818.140625,57112.40625,55091.09765625,55128.6953125,136137045524,0.0,0.0
2018-03-25 00:00:00+00:00,54737.45703125,56116.53125,53999.80859375,54961.00390625,120677156132,0.0,0.0
2018-03-26 00:00:00+00:00,54961.00390625,55169.78515625,49551.4453125,51704.52734375,172951006400,0.0,0.0
2018-03-27 00:00:00+00:00,51666.43359375,51907.90234375,47462.94140625,47473.734375,170644128425,0.0,0.0
2018-03-28 00:00:00+00:00,47492.19140625,49399.71875,46959.52734375,47658.1328125,161699278783,0.0,0.0
2018-03-29 00:00:00+00:00,47849.9296875,48083.71484375,41077.5078125,41101.73046875,209809794404,0.0,0.0
2018-03-30 00:00:00+00:00,41095.0234375,43522.16015625,39196.74609375,41934.9765625,199570098900,0.0,0.0
2018-03-31 00:00:00+00:00,41973.125,44466.41015625,41755.1875,42127.51953125,140679739200,0.0,0.0
2018-04-01 00:00:00+00:00,42212.2109375,42560.10546875,38657.91796875,40356.01953125,133624233403,0.0,0.0
2018-04-02 00:00:00+00:00,40365.80078125,41990.87109375,40107.92578125,40879.8984375,116608082015,0.0,0.0
2018-04-03 00:00:00+00:00,40973.73828125,44678.74609375,40604.53515625,44369.921875,145106655188,0.0,0.0
2018-04-04 00:00:00+00:00,44326.49609375,44460.765625,40023.05859375,40630.57421875,137490937225,0.0,0.0
2018-04-05 00:00:00+00:00,40566.94140625,41582.54296875,39522.23828125,41040.3125,129651728054,0.0,0.0
2018-04-06 00:00:00+00:00,40986.66015625,41269.79296875,39263.1484375,39587.16796875,103393300749,0.0,0.0
2018-04-07 00:00:00+00:00,39597.328125,42021.9375,39549.859375,41193.91796875,101722193105,0.0,0.0
2018-04-08 00:00:00+00:00,41239.78515625,43040.8984375,41224.70703125,42830.32421875,101431306720,0.0,0.0
2018-04-09 00:00:00+00:00,42867.6484375,45964.19921875,41787.45703125,42542.65234375,157818134208,0.0,0.0
2018-04-10 00:00:00+00:00,42637.125,44583.1953125,42152.9296875,44373.7109375,128115520000,0.0,0.0
2018-04-11 00:00:00+00:00,44457.37109375,45985.9765625,44056.02734375,45985.9765625,153703862400,0.0,0.0
2018-04-12 00:00:00+00:00,45945.49609375,52865.6796875,44608.92578125,52848.20703125,270100585600,0.0,0.0
2018-04-13 00:00:00+00:00,52871.68359375,56695.55078125,51842.40234375,52885.24609375,259658093914,0.0,0.0
2018-04-14 00:00:00+00:00,52868.609375,54955.53515625,52406.984375,53823.6328125,163042849531,0.0,0.0
2018-04-15 00:00:00+00:00,53974.109375,57168.6015625,53974.109375,57168.6015625,185589195080,0.0,0.0
2018-04-16 00:00:00+00:00,57208.59375,57388.78515625,53636.8046875,54718.28515625,188298805574,0.0,0.0
2018-04-17 00:00:00+00:00,54718.0703125,55496.66015625,53789.42578125,53814.6875,188376116751,0.0,0.0
2018-04-18 00:00:00+00:00,53859.09375,56363.375,53850.96875,56330.8515625,189233983035,0.0,0.0
2018-04-19 00:00:00+00:00,56250.2421875,61013.9921875,56166.9453125,61013.9921875,242478100767,0.0,0.0
2018-04-20 00:00:00+00:00,61024.73828125,66604.671875,60297.66015625,66282.046875,306745440333,0.0,0.0
2018-04-21 00:00:00+00:00,66312.8359375,66946.2421875,62280.90625,65170.7734375,281231322445,0.0,0.0
2018-04-22 00:00:00+00:00,65248.7109375,68978.5703125,63930.0,67080.0390625,261721739722,0.0,0.0
2018-04-23 00:00:00+00:00,67008.734375,70057.015625,66953.78125,69889.9453125,259615507802,0.0,0.0
2018-04-24 00:00:00+00:00,69982.3984375,77104.3359375,69988.8359375,77047.59375,389706378445,0.0,0.0
2018-04-25 00:00:00+00:00,76928.34375,76942.484375,65585.1640625,67301.8984375,461077073900,0.0,0.0
2018-04-26 00:00:00+00:00,67593.1171875,72492.3203125,66060.25,72438.3984375,326122451151,0.0,0.0
2018-04-27 00:00:00+00:00,72361.890625,74931.40625,70545.8984375,70545.8984375,283274105178,0.0,0.0
2018-04-28 00:00:00+00:00,70285.75,75387.921875,70285.75,74541.40625,272210836311,0.0,0.0
2018-04-29 00:00:00+00:00,74566.921875,76076.3359375,73106.03125,75143.140625,298940270838,0.0,0.0
2018-04-30 00:00:00+00:00,75239.125,75749.40625,72773.28125,73222.6953125,311843833498,0.0,0.0
2018-05-01 00:00:00+00:00,73281.609375,74076.4296875,69715.0,74003.125,294310559662,0.0,0.0
2018-05-02 00:00:00+00:00,74053.8828125,75641.734375,73235.9921875,75462.703125,309941686128,0.0,0.0
2018-05-03 00:00:00+00:00,75401.421875,85610.8203125,75415.15625,85048.1484375,459413543526,0.0,0.0
2018-05-04 00:00:00+00:00,84746.15625,87640.4609375,83294.671875,85719.4375,385530370337,0.0,0.0
2018-05-05 00:00:00+00:00,85605.8515625,90283.6171875,85568.1015625,89046.8515625,331153214400,0.0,0.0
2018-05-06 00:00:00+00:00,89043.359375,91113.0703125,83456.3828125,86472.8203125,338941915039,0.0,0.0
2018-05-07 00:00:00+00:00,86585.015625,86697.8359375,77594.046875,82103.2578125,470154958571,0.0,0.0
2018-05-08 00:00:00+00:00,82243.125,84369.9140625,79395.1875,82076.46875,318391818056,0.0,0.0
2018-05-09 00:00:00+00:00,82081.375,83244.375,78679.8671875,82607.3203125,316018913485,0.0,0.0
2018-05-10 00:00:00+00:00,82640.6953125,84173.59375,79526.109375,79593.1953125,300845089751,0.0,0.0
2018-05-11 00:00:00+00:00,79564.3046875,80684.2421875,73265.4609375,74333.1171875,359868950400,0.0,0.0
2018-05-12 00:00:00+00:00,74364.9453125,75626.5390625,70447.9375,75039.9296875,291878342400,0.0,0.0
2018-05-13 00:00:00+00:00,75163.203125,81055.0546875,73866.390625,80171.109375,258221260493,0.0,0.0
2018-05-14 00:00:00+00:00,80087.7109375,81393.78125,76105.7265625,80163.140625,329750722056,0.0,0.0
2018-05-15 00:00:00+00:00,80228.3203125,81221.8125,77305.7265625,78174.2890625,278244154306,0.0,0.0
2018-05-16 00:00:00+00:00,78087.828125,78285.34375,75229.671875,78022.96875,273240950797,0.0,0.0
2018-05-17 00:00:00+00:00,78207.03125,79201.0234375,74106.8046875,74557.296875,260542710159,0.0,0.0
2018-05-18 00:00:00+00:00,74495.78125,76967.734375,73603.140625,76894.203125,255337651144,0.0,0.0
2018-05-19 00:00:00+00:00,76972.2734375,79243.109375,76055.234375,77133.734375,223866441685,0.0,0.0
2018-05-20 00:00:00+00:00,77287.9921875,80162.8828125,76706.1640625,79320.1171875,239158189670,0.0,0.0
2018-05-21 00:00:00+00:00,79522.359375,80091.609375,76936.0859375,77606.6484375,222553823627,0.0,0.0
2018-05-22 00:00:00+00:00,77712.75,77752.2578125,71370.9609375,71717.8828125,246957625999,0.0,0.0
2018-05-23 00:00:00+00:00,71599.296875,72214.296875,63190.87890625,64112.65234375,329077927496,0.0,0.0
2018-05-24 00:00:00+00:00,64217.125,66860.140625,61086.4921875,65771.8203125,305067219507,0.0,0.0
2018-05-25 00:00:00+00:00,65813.90625,67532.4921875,62961.75390625,64176.96484375,230892422600,0.0,0.0
2018-05-26 00:00:00+00:00,64252.66015625,66303.421875,63824.546875,64236.69140625,185322537500,0.0,0.0
2018-05-27 00:00:00+00:00,64372.3203125,64570.078125,61718.26171875,62770.14453125,196069273654,0.0,0.0
2018-05-28 00:00:00+00:00,62811.4609375,63014.0,56078.31640625,56449.1796875,257821301502,0.0,0.0
2018-05-29 00:00:00+00:00,56461.4296875,62159.3125,56435.625,61282.40625,252637590205,0.0,0.0
2018-05-30 00:00:00+00:00,61438.70703125,63346.0625,59413.80078125,60838.62890625,223307623618,0.0,0.0
2018-05-31 00:00:00+00:00,60719.79296875,63612.8515625,60497.3671875,62824.671875,215892950400,0.0,0.0
2018-06-01 00:00:00+00:00,62936.3671875,64340.73828125,62142.28515625,63532.11328125,213133336958,0.0,0.0
2018-06-02 00:00:00+00:00,63574.390625,65397.84765625,63234.08203125,64820.7265625,205959118453,0.0,0.0
2018-06-03 00:00:00+00:00,64760.59375,68402.90625,64760.59375,67775.0390625,200865807254,0.0,0.0
2018-06-04 00:00:00+00:00,67896.4921875,68315.3515625,64037.046875,65204.62890625,209301164559,0.0,0.0
2018-06-05 00:00:00+00:00,65250.92578125,66995.65625,63861.5390625,66950.2109375,202648382326,0.0,0.0
2018-06-06 00:00:00+00:00,67055.59375,67305.1953125,65663.1953125,66856.5,193429088886,0.0,0.0
2018-06-07 00:00:00+00:00,66918.4921875,67825.1328125,65999.703125,66395.0703125,206270162911,0.0,0.0
2018-06-08 00:00:00+00:00,66423.1484375,66853.53125,65175.7421875,65835.96875,179386039895,0.0,0.0
2018-06-09 00:00:00+00:00,65817.125,66658.09375,65450.96875,65450.96875,166410019043,0.0,0.0
2018-06-10 00:00:00+00:00,65098.60546875,65098.60546875,56005.77734375,57612.59765625,244562918400,0.0,0.0
2018-06-11 00:00:00+00:00,57435.1015625,58930.8984375,56684.7421875,58869.21875,218806219735,0.0,0.0
2018-06-12 00:00:00+00:00,58805.859375,59398.234375,54247.078125,54871.33984375,213454021468,0.0,0.0
2018-06-13 00:00:00+00:00,55001.109375,55525.75,50683.22265625,52634.1640625,229292735191,0.0,0.0
2018-06-14 00:00:00+00:00,52731.9375,57930.25390625,51617.59765625,57493.859375,271975875389,0.0,0.0
2018-06-15 00:00:00+00:00,57575.49609375,57645.90625,53943.3203125,54334.50390625,200103152888,0.0,0.0
2018-06-16 00:00:00+00:00,54269.21484375,55686.65625,54096.25390625,55290.3828125,145419407288,0.0,0.0
2018-06-17 00:00:00+00:00,55270.2421875,56175.55078125,55180.390625,55364.5625,139932569870,0.0,0.0
2018-06-18 00:00:00+00:00,55246.7421875,57663.6796875,54614.05859375,57140.27734375,166707359114,0.0,0.0
2018-06-19 00:00:00+00:00,57154.8125,59593.75,56670.40625,59218.3046875,190060823839,0.0,0.0
2018-06-20 00:00:00+00:00,59278.73828125,59625.265625,57192.91796875,59187.8984375,176182532598,0.0,0.0
2018-06-21 00:00:00+00:00,59207.65625,60118.78515625,57600.33203125,57989.27734375,160769218959,0.0,0.0
2018-06-22 00:00:00+00:00,57970.25,57949.16015625,50238.1953125,51221.234375,244774267597,0.0,0.0
2018-06-23 00:00:00+00:00,51271.48828125,52685.0234375,50844.734375,52178.21875,181585741281,0.0,0.0
2018-06-24 00:00:00+00:00,52205.48828125,52270.4765625,46894.53125,50311.8828125,273789455882,0.0,0.0
2018-06-25 00:00:00+00:00,50121.046875,51535.58984375,49149.62109375,50454.578125,439311408269,0.0,0.0
2018-06-26 00:00:00+00:00,50500.9453125,50521.2734375,47652.5234375,47652.5234375,149370821600,0.0,0.0
2018-06-27 00:00:00+00:00,47594.38671875,48977.79296875,46906.47265625,48753.046875,150870880927,0.0,0.0
2018-06-28 00:00:00+00:00,48744.78125,48811.2890625,46362.3828125,46662.8828125,150340080968,0.0,0.0
2018-06-29 00:00:00+00:00,46687.4140625,48888.8125,45176.05078125,48248.7578125,173127566459,0.0,0.0
2018-06-30 00:00:00+00:00,48270.890625,50770.4765625,48270.890625,50370.21875,163327516859,0.0,0.0
2018-07-01 00:00:00+00:00,50377.08203125,50587.00390625,49396.96484375,50257.80078125,167378750915,0.0,0.0
2018-07-02 00:00:00+00:00,50247.39453125,53063.6484375,49490.71484375,52701.71875,180251331978,0.0,0.0
2018-07-03 00:00:00+00:00,52706.04296875,53635.21484375,51115.3125,51247.12890625,185906972467,0.0,0.0
2018-07-04 00:00:00+00:00,51242.26953125,53189.05078125,50225.11328125,51633.96484375,171234085532,0.0,0.0
2018-07-05 00:00:00+00:00,51630.5390625,53449.51953125,51364.734375,52446.24609375,202152840806,0.0,0.0
2018-07-06 00:00:00+00:00,52440.1640625,52987.15625,50593.9140625,52354.625,179769522733,0.0,0.0
2018-07-07 00:00:00+00:00,52359.59765625,54303.84765625,51562.03515625,54303.84765625,150030869069,0.0,0.0
2018-07-08 00:00:00+00:00,54348.91015625,55578.33203125,53940.7734375,54013.41015625,148479760800,0.0,0.0
2018-07-09 00:00:00+00:00,53986.796875,54229.328125,52706.41015625,52883.1015625,170159764900,0.0,0.0
2018-07-10 00:00:00+00:00,52825.41015625,53083.73046875,48108.8046875,48155.90234375,198318404179,0.0,0.0
2018-07-11 00:00:00+00:00,48165.98828125,49719.17578125,47688.16015625,49992.15625,159259742991,0.0,0.0
2018-07-12 00:00:00+00:00,49990.3671875,50030.55078125,47625.31640625,48447.8359375,168461316000,0.0,0.0
2018-07-13 00:00:00+00:00,48522.97265625,49765.83984375,48522.97265625,48767.2734375,167379322998,0.0,0.0
2018-07-14 00:00:00+00:00,48821.65625,49374.8046875,48480.41796875,48998.62109375,138856738796,0.0,0.0
2018-07-15 00:00:00+00:00,48975.8125,50938.9140625,48755.36328125,50558.640625,151744482400,0.0,0.0
2018-07-16 00:00:00+00:00,50623.265625,54011.5390625,50260.30859375,54011.5390625,208859878792,0.0,0.0
